-3.558761,-0.011928
-3.406558,-0.005060
-3.254354,-0.000382
-3.102158,0.013054
-2.949955,0.018827
-2.797756,0.030073
-2.645569,0.054454
-2.493387,0.084307
-2.341225,0.139335
-2.189092,0.227199
-2.036993,0.354466
-1.884875,0.460937
-1.732764,0.575070
-1.580709,0.753781
-1.456395,1.011870
-1.366677,1.274992
-1.228753,1.799218
-1.063406,2.619684
-0.967022,3.178312
-0.918825,3.451314
-0.870655,3.756422
-0.786718,4.308018
-0.671233,5.185559
-0.629951,5.454534
-0.540497,6.026609
-0.478486,6.326527
-0.368034,6.614793
-0.215904,6.705867
-0.063692,6.701242
0.088515,6.702638
0.240724,6.701844
0.379208,6.568218
0.476313,6.280253
0.538853,5.959511
0.584087,5.649571
0.669095,5.059780
0.707298,4.766080
0.838125,3.875381
0.879870,3.600952
0.935462,3.314510
0.984140,3.022637
1.095357,2.411828
1.207535,1.833079
1.359219,1.287280
1.588002,0.733771
1.740350,0.568796
1.892659,0.450157
2.044953,0.350124
2.197273,0.217803
2.349550,0.136670
2.501810,0.075384
2.654040,0.049598
2.806267,0.027279
2.958480,0.022289
3.110691,0.018759
3.262906,0.010303
3.415113,0.011698
3.567329,0.001601
